Date,Open,High,Low,Close,Adj Close,Volume
2018-01-11,335.239990,344.809998,333.260010,337.950012,337.950012,6645500
2018-01-12,338.630005,340.410004,333.670013,336.220001,336.220001,4825100
2018-01-16,337.540009,345.000000,334.799988,340.059998,340.059998,6474300
2018-01-17,340.470001,349.000000,339.750000,347.160004,347.160004,7103500
2018-01-18,345.670013,352.299988,343.739990,344.570007,344.570007,5685800
2018-01-19,345.000000,350.589996,342.600006,350.019989,350.019989,4888300
2018-01-22,349.399994,357.829987,349.200012,351.559998,351.559998,6210400
2018-01-23,360.000000,360.500000,351.000000,352.790009,352.790009,5465400
2018-01-24,354.579987,354.750000,343.519989,345.890015,345.890015,5287500
2018-01-25,348.269989,349.200012,336.399994,337.640015,337.640015,6740300
2018-01-26,341.500000,344.000000,335.709991,342.850006,342.850006,4539400
2018-01-29,339.850006,350.850006,338.279999,349.529999,349.529999,4747100
2018-01-30,345.140015,348.269989,342.170013,345.820007,345.820007,4717700
2018-01-31,347.510010,356.190002,345.190002,354.309998,354.309998,6214100
2018-02-01,351.000000,359.660004,348.630005,349.250000,349.250000,4197700
2018-02-02,348.440002,351.950012,340.510010,343.750000,343.750000,3704800
2018-02-05,337.970001,344.470001,333.000000,333.130005,333.130005,4464100
2018-02-06,325.209991,336.220001,323.500000,333.970001,333.970001,5088400
2018-02-07,338.989990,346.000000,335.660004,345.000000,345.000000,6969200
2018-02-08,343.309998,348.619995,314.600006,315.230011,315.230011,10314600
2018-02-09,319.929993,320.980011,294.760010,310.420013,310.420013,12933700
2018-02-12,316.130005,318.079987,306.250000,315.730011,315.730011,6227800
2018-02-13,315.019989,324.190002,312.510010,323.660004,323.660004,4560200
2018-02-14,320.839996,326.170013,318.519989,322.309998,322.309998,3950700
2018-02-15,324.500000,334.119995,322.399994,334.070007,334.070007,5912900
2018-02-16,332.500000,343.119995,331.640015,335.489990,335.489990,5642600
2018-02-20,334.470001,340.839996,331.500000,334.769989,334.769989,4009400
2018-02-21,336.029999,339.690002,333.170013,333.299988,333.299988,3219600
2018-02-22,335.529999,347.440002,334.750000,346.170013,346.170013,6969800
2018-02-23,347.829987,354.989990,347.100006,352.049988,352.049988,5817400
2018-02-26,353.500000,359.000000,352.359985,357.420013,357.420013,4340000
2018-02-27,356.250000,359.989990,350.010010,350.989990,350.989990,4797400
2018-02-28,352.570007,355.239990,342.220001,343.059998,343.059998,6069700
2018-03-01,345.010010,348.670013,330.070007,330.929993,330.929993,6885600
2018-03-02,326.980011,335.220001,322.970001,335.119995,335.119995,5092800
2018-03-05,332.390015,337.750000,329.290009,333.350006,333.350006,3823800
2018-03-06,333.750000,336.369995,327.029999,328.200012,328.200012,4285700
2018-03-07,325.440002,332.500000,321.739990,332.299988,332.299988,5007300
2018-03-08,332.859985,333.299988,326.269989,329.100006,329.100006,3566200
2018-03-09,324.100006,328.489990,322.369995,327.170013,327.170013,5506800
2018-03-12,328.609985,347.209991,326.500000,345.510010,345.510010,8264000
2018-03-13,328.609985,347.209991,326.500000,341.839996,341.839996,5943200
